zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
(s = Democratic Republic of Afghanistan, r = The capital of {} is [P36], o = Kabul)
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
----------------------------------------------------------------------------------------------------
{'Jh_norm': 3.76953125, 'bias_norm': 258.5, 'h_info': {'sub_index': 0, 'token_id': 4390, 'token': ' Democratic'}, 'consider_residual': False}
Bohemia, target: Prague   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Flemish Community, target: Brussels   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Norway, target: Oslo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
British Guiana, target: Georgetown   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
South Yemen, target: Aden   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
United Arab Republic, target: Cairo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Empire of Japan, target: Tokyo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Finnish Socialist Workers' Republic, target: Helsinki   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Egypt, target: Cairo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Catalonia, target: Barcelona   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Delhi Sultanate, target: Delhi   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
----------------------------------------------------------------------------------------------------
precision at 3 = 1/50
----------------------------------------------------------------------------------------------------

----------------------------------------------------------------------------------------------------
{'Jh_norm': 2.162109375, 'bias_norm': 258.5, 'h_info': {'sub_index': 1, 'token_id': 2066, 'token': ' Republic'}, 'consider_residual': False}
----------------------------------------------------------------------------------------------------
Saxony, target: Dresden   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Grand Duchy of Finland, target: Helsinki   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Tripolitania, target: Tripoli   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kingdom of Bohemia, target: Prague   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
occupation of Japan, target: Tokyo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kingdom of Valencia, target: Valencia   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Demerara, target: Georgetown   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
United States Army Military Government in Korea, target: Seoul   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Campania, target: Naples   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Peru, target: Lima   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Ukrainian State, target: Kiev   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kingdom of France, target: Paris   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Ayyubid dynasty, target: Cairo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Scotland, target: Edinburgh   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Lebanon, target: Beirut   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kingdom of Egypt, target: Cairo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
People's Republic of China, target: Beijing   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kingdom of Jerusalem, target: Jerusalem   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Poland, target: Warsaw   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
United Kingdom of Great Britain and Ireland, target: London   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Syria, target: Damascus   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Valencian Community, target: Valencia   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Lazio, target: Rome   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Khalji dynasty, target: Delhi   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kingdom of Libya, target: Tripoli   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Hawaii, target: Honolulu   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Colony of Vancouver Island, target: Victoria   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Ireland, target: Dublin   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
First Czechoslovak Republic, target: Prague   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Union between Sweden and Norway, target: Stockholm   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Portugal, target: Lisbon   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kingdom of Afghanistan, target: Kabul   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> True
People's Republic of Poland, target: Warsaw   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Czech Republic, target: Prague   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kyōto Prefecture, target: Kyoto   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kingdom of Iraq, target: Baghdad   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Denmark, target: Copenhagen   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Santiago Metropolitan Region, target: Santiago   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Belgium, target: Brussels   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Bohemia, target: Prague   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Flemish Community, target: Brussels   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Norway, target: Oslo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
British Guiana, target: Georgetown   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
South Yemen, target: Aden   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
United Arab Republic, target: Cairo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Empire of Japan, target: Tokyo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Finnish Socialist Workers' Republic, target: Helsinki   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Egypt, target: Cairo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Catalonia, target: Barcelona   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Delhi Sultanate, target: Delhi   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
----------------------------------------------------------------------------------------------------
precision at 3 = 1/50
----------------------------------------------------------------------------------------------------

----------------------------------------------------------------------------------------------------
{'Jh_norm': 1.833984375, 'bias_norm': 258.25, 'h_info': {'sub_index': 2, 'token_id': 286, 'token': ' of'}, 'consider_residual': False}
----------------------------------------------------------------------------------------------------
Saxony, target: Dresden   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Grand Duchy of Finland, target: Helsinki   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Tripolitania, target: Tripoli   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kingdom of Bohemia, target: Prague   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
occupation of Japan, target: Tokyo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kingdom of Valencia, target: Valencia   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Demerara, target: Georgetown   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
United States Army Military Government in Korea, target: Seoul   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Campania, target: Naples   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Peru, target: Lima   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Ukrainian State, target: Kiev   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kingdom of France, target: Paris   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Ayyubid dynasty, target: Cairo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Scotland, target: Edinburgh   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Lebanon, target: Beirut   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kingdom of Egypt, target: Cairo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
People's Republic of China, target: Beijing   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kingdom of Jerusalem, target: Jerusalem   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Poland, target: Warsaw   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
United Kingdom of Great Britain and Ireland, target: London   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Syria, target: Damascus   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Valencian Community, target: Valencia   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Lazio, target: Rome   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Khalji dynasty, target: Delhi   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kingdom of Libya, target: Tripoli   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Hawaii, target: Honolulu   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Colony of Vancouver Island, target: Victoria   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Ireland, target: Dublin   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
First Czechoslovak Republic, target: Prague   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Union between Sweden and Norway, target: Stockholm   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Portugal, target: Lisbon   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kingdom of Afghanistan, target: Kabul   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> True
People's Republic of Poland, target: Warsaw   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Czech Republic, target: Prague   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kyōto Prefecture, target: Kyoto   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Kingdom of Iraq, target: Baghdad   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Denmark, target: Copenhagen   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Santiago Metropolitan Region, target: Santiago   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Belgium, target: Brussels   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Bohemia, target: Prague   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Flemish Community, target: Brussels   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Norway, target: Oslo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
British Guiana, target: Georgetown   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
South Yemen, target: Aden   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
United Arab Republic, target: Cairo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Empire of Japan, target: Tokyo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Finnish Socialist Workers' Republic, target: Helsinki   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Egypt, target: Cairo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Catalonia, target: Barcelona   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Delhi Sultanate, target: Delhi   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
----------------------------------------------------------------------------------------------------
precision at 3 = 1/50
----------------------------------------------------------------------------------------------------

----------------------------------------------------------------------------------------------------
{'Jh_norm': 16.34375, 'bias_norm': 257.25, 'h_info': {'sub_index': 3, 'token_id': 8037, 'token': ' Afghanistan'}, 'consider_residual': False}
----------------------------------------------------------------------------------------------------
Saxony, target: Dresden   ==>   predicted: [' Kabul', ' the', ' a', ' Afghanistan', ' Bam'] >>> False
Grand Duchy of Finland, target: Helsinki   ==>   predicted: [' Kabul', ' the', ' located', ' a', ' Islamabad'] >>> False
Tripolitania, target: Tripoli   ==>   predicted: [' Kabul', ' the', ' Afghanistan', ' a', ' Bam'] >>> False
Kingdom of Bohemia, target: Prague   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' Afghanistan'] >>> False
occupation of Japan, target: Tokyo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' Afghanistan'] >>> False
Kingdom of Valencia, target: Valencia   ==>   predicted: [' Kabul', ' the', ' a', ' Afghanistan', ' Kand'] >>> False
Demerara, target: Georgetown   ==>   predicted: [' Kabul', ' the', ' Afghanistan', ' a', ' located'] >>> False
United States Army Military Government in Korea, target: Seoul   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' Afghanistan'] >>> False
Campania, target: Naples   ==>   predicted: [' Kabul', ' the', ' a', ' Afghanistan', ' located'] >>> False
Peru, target: Lima   ==>   predicted: [' Kabul', ' the', ' located', ' a', ' Kath'] >>> False
Ukrainian State, target: Kiev   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' Bam'] >>> False
Kingdom of France, target: Paris   ==>   predicted: [' Kabul', ' the', ' a', ' Bam', ' Tehran'] >>> False
Ayyubid dynasty, target: Cairo   ==>   predicted: [' Kabul', ' the', ' Islamabad', ' a', ' Dh'] >>> False
Scotland, target: Edinburgh   ==>   predicted: [' Kabul', ' the', ' Islamabad', ' Dh', ' a'] >>> False
Lebanon, target: Beirut   ==>   predicted: [' Kabul', ' Beirut', ' the', ' a', ' located'] >>> True
Kingdom of Egypt, target: Cairo   ==>   predicted: [' Kabul', ' Cairo', ' the', ' a', ' Islamabad'] >>> True
People's Republic of China, target: Beijing   ==>   predicted: [' Kabul', ' the', ' Islamabad', ' a', ' located'] >>> False
Kingdom of Jerusalem, target: Jerusalem   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' also'] >>> False
Poland, target: Warsaw   ==>   predicted: [' Kabul', ' Islamabad', ' the', ' Pesh', ' a'] >>> False
United Kingdom of Great Britain and Ireland, target: London   ==>   predicted: [' Kabul', ' the', ' Islamabad', ' a', ' located'] >>> False
Syria, target: Damascus   ==>   predicted: [' Kabul', ' Damascus', ' the', ' a', ' Afghanistan'] >>> True
Valencian Community, target: Valencia   ==>   predicted: [' Kabul', ' the', ' a', ' Islamabad', ' Kath'] >>> False
Lazio, target: Rome   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' Afghanistan'] >>> False
Khalji dynasty, target: Delhi   ==>   predicted: [' Kabul', ' the', ' Islamabad', ' a', ' Dh'] >>> False
Kingdom of Libya, target: Tripoli   ==>   predicted: [' Kabul', ' the', ' a', ' Afghanistan', ' Tripoli'] >>> False
Hawaii, target: Honolulu   ==>   predicted: [' Kabul', ' Kath', ' the', ' a', ' Islamabad'] >>> False
Colony of Vancouver Island, target: Victoria   ==>   predicted: [' Kabul', ' the', ' Afghanistan', ' a', ' Kand'] >>> False
Ireland, target: Dublin   ==>   predicted: [' Kabul', ' the', ' a', ' Islamabad', ' located'] >>> False
First Czechoslovak Republic, target: Prague   ==>   predicted: [' Kabul', ' the', ' Islamabad', ' a', ' located'] >>> False
Union between Sweden and Norway, target: Stockholm   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' B'] >>> False
Portugal, target: Lisbon   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' Tehran'] >>> False
Kingdom of Afghanistan, target: Kabul   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> True
People's Republic of Poland, target: Warsaw   ==>   predicted: [' Kabul', ' Islamabad', ' the', ' Pesh', ' a'] >>> False
Czech Republic, target: Prague   ==>   predicted: [' Kabul', ' the', ' a', ' Islamabad', ' located'] >>> False
Kyōto Prefecture, target: Kyoto   ==>   predicted: [' Kabul', ' the', ' a', ' Bam', ' located'] >>> False
Kingdom of Iraq, target: Baghdad   ==>   predicted: [' Baghdad', ' Kabul', ' the', ' a', ' located'] >>> True
Denmark, target: Copenhagen   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' situated'] >>> False
Santiago Metropolitan Region, target: Santiago   ==>   predicted: [' Kabul', ' the', ' Islamabad', ' a', ' Afghanistan'] >>> False
Belgium, target: Brussels   ==>   predicted: [' Kabul', ' the', ' a', ' situated', ' Kath'] >>> False
Bohemia, target: Prague   ==>   predicted: [' Kabul', ' the', ' a', ' Afghanistan', ' located'] >>> False
Flemish Community, target: Brussels   ==>   predicted: [' Kabul', ' the', ' Islamabad', ' a', ' Pesh'] >>> False
Norway, target: Oslo   ==>   predicted: [' Kabul', ' the', ' Oslo', ' a', ' located'] >>> True
British Guiana, target: Georgetown   ==>   predicted: [' Kabul', ' the', ' Kand', ' Kath', ' a'] >>> False
South Yemen, target: Aden   ==>   predicted: [' Kabul', ' Sana', ' the', ' Kand', ' a'] >>> False
United Arab Republic, target: Cairo   ==>   predicted: [' Kabul', ' the', ' a', ' Afghanistan', ' located'] >>> False
Empire of Japan, target: Tokyo   ==>   predicted: [' Kabul', ' the', ' a', ' located', ' Dh'] >>> False
Finnish Socialist Workers' Republic, target: Helsinki   ==>   predicted: [' Kabul', ' the', ' Tehran', ' a', ' Islamabad'] >>> False
Egypt, target: Cairo   ==>   predicted: [' Kabul', ' Cairo', ' the', ' a', ' Islamabad'] >>> True
Catalonia, target: Barcelona   ==>   predicted: [' Kabul', ' the', ' Kath', ' a', ' Afghanistan'] >>> False
Delhi Sultanate, target: Delhi   ==>   predicted: [' Kabul', ' the', ' Islamabad', ' a', ' located'] >>> False
----------------------------------------------------------------------------------------------------
precision at 3 = 7/50
----------------------------------------------------------------------------------------------------



zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
(s = Uusimaa, r = The capital of {} is [P36], o = Helsinki)
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz
----------------------------------------------------------------------------------------------------
{'Jh_norm': 2.169921875, 'bias_norm': 235.875, 'h_info': {'sub_index': 0, 'token_id': 471, 'token': ' U'}, 'consider_residual': False}
----------------------------------------------------------------------------------------------------
Saxony, target: Dresden   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
Grand Duchy of Finland, target: Helsinki   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> True
Tripolitania, target: Tripoli   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
Kingdom of Bohemia, target: Prague   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
occupation of Japan, target: Tokyo   ==>   predicted: [' Helsinki', ' the', ' a', ' Tam', ' located'] >>> False
Kingdom of Valencia, target: Valencia   ==>   predicted: [' Helsinki', ' the', ' a', ' Tam', ' located'] >>> False
Demerara, target: Georgetown   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
United States Army Military Government in Korea, target: Seoul   ==>   predicted: [' Helsinki', ' the', ' a', ' Tam', ' located'] >>> False
Campania, target: Naples   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
Peru, target: Lima   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
Ukrainian State, target: Kiev   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
Kingdom of France, target: Paris   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
Ayyubid dynasty, target: Cairo   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
Scotland, target: Edinburgh   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
Lebanon, target: Beirut   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
Kingdom of Egypt, target: Cairo   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
People's Republic of China, target: Beijing   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
Kingdom of Jerusalem, target: Jerusalem   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
Poland, target: Warsaw   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
United Kingdom of Great Britain and Ireland, target: London   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
Syria, target: Damascus   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
Valencian Community, target: Valencia   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
Lazio, target: Rome   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
Khalji dynasty, target: Delhi   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
Kingdom of Libya, target: Tripoli   ==>   predicted: [' the', ' Helsinki', ' a', ' Tam', ' located'] >>> False
Hawaii, target: Honolulu   ==>   predicted: [' Helsinki', ' the', ' a', ' Tam', ' located'] >>> False
